imo,name,type,porto,berthing_time,lat,lon,waiting_time_hours,num_positions
9418377,CMA CGM VERACRUZ,Cargo - Hazard A (Major),Santos,2026-01-28T20:13:00Z,-23.961613,-46.296612,,993
9364588,JANE,Tanker,Santos,2026-01-27T21:10:00Z,-23.920105,-46.360706,,745
9214317,BOW CHAIN,Tanker - Hazard B,Santos,2026-01-27T21:41:00Z,-23.919359,-46.3606,,706
9363637,SAGA JOURNEY,Cargo,Santos,2026-01-28T08:11:00Z,-23.970371,-46.296196,,777
9978951,MSC HORTENSE,Cargo,Santos,2026-01-28T11:47:00Z,-23.965611,-46.292427,,1448
9448322,VORIAS,Tanker,Santos,2026-01-09T10:43:00Z,-23.918648,-46.362904,276.93333333333334,1171
9448322,VORIAS,Tanker,Santos,2026-01-27T14:13:31Z,-23.918625,-46.362907,712.4419444444444,1171
9400801,QUEEN OF DORIA,Tanker,Santos,2026-01-28T15:48:00Z,-23.918348,-46.365635,,986
9976446,GREEN ITAJAI,Cargo,Santos,2026-01-27T06:42:00Z,-23.973862,-46.293468,704.3666666666667,1215
9796195,IONIC KALLIRHOE,Cargo,Santos,2026-01-23T10:09:00Z,-23.971779,-46.288631,610.1166666666667,841
9544700,BRYANT,Cargo,Santos,2026-01-28T04:43:00Z,-23.97715,-46.291401,,903
9381184,BLUE IONIAN,Cargo,Santos,2026-01-18T00:41:00Z,-23.982683,-46.29055,483.53333333333336,858
9381184,BLUE IONIAN,Cargo,Santos,2026-01-22T02:10:00Z,-23.974184,-46.289165,581.0166666666667,858
1051434,FORTUNE LEGACY,Cargo,Santos,2026-01-17T10:41:00Z,-24.018909,-46.336979,444.3666666666667,643
1051434,FORTUNE LEGACY,Cargo,Santos,2026-01-21T10:37:00Z,-24.018114,-46.336372,540.3,643
1051434,FORTUNE LEGACY,Cargo,Santos,2026-01-28T11:49:00Z,-23.980171,-46.290768,709.5,643
9461130,MEDUSA,Cargo,Santos,2026-01-23T06:40:00Z,-23.976192,-46.287155,607.7,806
9595034,ARTVIN,Cargo,Santos,2026-01-27T06:44:00Z,-23.983109,-46.290554,674.3666666666667,820
9989259,ORANGE SEA,Cargo,Santos,2026-01-26T09:42:00Z,-23.980042,-46.286579,683.1166666666667,491
9896282,BLOEMGRACHT,Cargo,Santos,2026-01-10T14:10:00Z,-23.994701,-46.297668,305.085,1272
9896282,BLOEMGRACHT,Cargo,Santos,2026-01-28T00:13:00Z,-23.994659,-46.297661,,1272
9738349,DSI POLARIS,Cargo,Santos,2026-01-25T02:10:00Z,-23.880638,-46.374249,538.1,914
9951771,SANTA BRISA,Cargo,Santos,2026-01-26T01:41:00Z,-23.873421,-46.371712,433.31666666666666,272
9553141,APOGEE ENDEAVOUR,Cargo,Santos,2026-01-17T16:37:00Z,-23.871294,-46.377758,474.3,1226
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-03T19:12:00Z,-23.994009,-46.295734,140.83333333333334,1034
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-08T13:14:00Z,-23.994307,-46.296558,254.86666666666667,1034
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-14T02:13:00Z,-23.993814,-46.2966,387.85,1034
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-22T10:12:00Z,-23.99423,-46.296478,587.8333333333334,1034
9498224,CAPE,Cargo,Paranaguá,2026-01-28T04:45:00Z,-25.502386,-48.513153,,663
9604732,EMMANOUIL,Cargo,Paranaguá,2026-01-26T04:12:53Z,-25.502335,-48.51774833333333,679.3147222222223,881
9576806,FENG HUANG FENG,Cargo,Paranaguá,2026-01-26T00:12:14Z,-25.501416666666668,-48.43447,673.8538888888888,734
9576806,FENG HUANG FENG,Cargo,Paranaguá,2026-01-27T17:42:56Z,-25.501853333333333,-48.50832333333334,715.3655555555556,734
9389227,PANAGIA FORCE,Cargo,Paranaguá,2026-01-26T19:44:00Z,-25.502266,-48.519901,694.65,710
9596703,CHRISTIANNA,Cargo,Paranaguá,2026-01-28T08:11:00Z,-25.501375,-48.505745,682.6833333333333,352
9217826,AK HALIMA,Cargo,Paranaguá,2026-01-25T02:42:56Z,-25.501271666666668,-48.521315,653.5488888888889,908
9568586,NIKI,Cargo,Paranaguá,2026-01-25T11:12:46Z,-25.501001666666667,-48.50333666666667,367.1461111111111,824
9718026,TALIMEN,Cargo,Paranaguá,2026-01-13T03:42:00Z,-25.49939,-48.512146,365.35,1307
9718026,TALIMEN,Cargo,Paranaguá,2026-01-27T19:43:00Z,-25.501566666666665,-48.52616833333333,717.3666666666667,1307
9290555,SANTA LINEA,Cargo - Hazard A (Major),Paranaguá,2026-01-28T18:44:00Z,-25.499128,-48.498032,,715
9729099,CMA CGM LISA MARIE,Cargo - Hazard A (Major),Paranaguá,2026-01-28T16:40:23Z,-25.499805,-48.49473666666667,,1177
9407392,HORIZON THEANO,Tanker,Paranaguá,2026-01-28T11:41:46Z,-25.500866666666667,-48.53365,,1267
9758038,BOW GLORY,Tanker,Paranaguá,2026-01-28T12:42:00Z,-25.500496,-48.538059,,1072
9354260,PM DUKE,Tanker,Paranaguá,2026-01-27T01:11:00Z,-25.499968,-48.537926,693.8666666666667,605
9394753,MANOUSOS P,Cargo,Paranaguá,2026-01-25T20:41:00Z,-25.499651,-48.544712,649.5413888888888,390
9669938,STI DUCHESSA,Tanker,Paranaguá,2026-01-26T23:11:00Z,-25.491558,-48.446831,656.95,760
9847396,BBG BEIHAI,Cargo,Paranaguá,2026-01-28T04:42:00Z,-25.501545,-48.427006,,930
9515228,MAITACA ARROW,Cargo,Rio Grande,2026-01-26T12:45:00Z,-32.039833,-52.075302,687.5411111111111,1396
9942158,LOWLANDS FREEDOM,Cargo,Rio Grande,2026-01-15T23:13:00Z,-32.047672,-52.072193,363.78333333333336,1140
9942158,LOWLANDS FREEDOM,Cargo,Rio Grande,2026-01-25T10:11:00Z,-32.041782,-52.0746,590.75,1140
9229568,SERRA NEVADA,Tanker,Rio Grande,2025-12-30T17:49:00Z,-32.101566,-52.102501,43.5,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2025-12-31T03:41:00Z,-32.075901,-52.091667,53.36666666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-01T11:41:12Z,-32.08555,-52.094116666666665,85.37,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-05T01:51:00Z,-32.029312,-52.047199,171.53333333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-05T07:48:00Z,-32.051067,-52.071617,177.48333333333332,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-06T00:10:00Z,-32.075901,-52.091648,193.85,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-06T13:38:00Z,-32.0494,-52.072266,207.31666666666666,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-07T17:09:00Z,-32.104168,-52.102699,234.83333333333334,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-08T01:23:00Z,-32.05558,-52.052284,243.06666666666666,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-08T13:11:00Z,-32.075546,-52.091331,254.86666666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-09T19:39:00Z,-32.075912,-52.091618,285.3333333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-10T19:14:00Z,-32.047298,-52.072365,308.9166666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-11T20:37:58Z,-32.049633,-52.072048,334.3161111111111,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-14T00:12:00Z,-32.052132,-52.050949,385.8833333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-14T07:41:00Z,-32.041584,-52.074383,393.3666666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-14T18:12:00Z,-32.0429,-52.04409,403.8833333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-15T05:11:00Z,-32.049183,-52.071301,414.8666666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-15T11:15:00Z,-32.076084,-52.091301,420.93333333333334,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-16T05:55:00Z,-32.106533,-52.102634,439.6,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-16T14:39:00Z,-32.048946,-52.072468,448.3333333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-16T22:11:00Z,-32.076874,-52.09148,455.8666666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-17T12:56:04Z,-32.045483,-52.072933,470.6177777777778,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-18T04:09:00Z,-32.0494,-52.07225,485.8333333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-20T01:30:08Z,-32.056767,-52.0564,531.1855555555555,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-20T06:36:00Z,-32.049938,-52.072071,536.2833333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-20T13:08:00Z,-32.075912,-52.091633,542.8166666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-21T18:41:00Z,-32.045448,-52.073284,572.3666666666667,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-22T11:10:00Z,-32.045467,-52.073483,588.85,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-27T09:42:00Z,-32.127682,-52.102154,707.3833333333333,759
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-27T16:42:00Z,-32.049381,-52.072266,714.3833333333333,759
9299367,BASTOS I,Tanker,Rio Grande,2026-01-08T15:19:00Z,-32.077526,-52.092007,247.3,1153
9299367,BASTOS I,Tanker,Rio Grande,2026-01-14T11:42:00Z,-32.042282,-52.044201,387.68333333333334,1153
9299367,BASTOS I,Tanker,Rio Grande,2026-01-27T16:44:00Z,-32.073185,-52.082905,704.7166666666667,1153
9413523,JAKARTA,Tanker,Rio Grande,2026-01-28T17:40:22Z,-32.078085,-52.093246666666666,,1254
9343883,PRIGIPOS,Cargo,Rio Grande,2026-01-27T23:39:00Z,-32.103951,-52.1031,698.7333333333333,613
9333840,MOL EARNEST,Cargo - Hazard C (Minor),Rio Grande,2026-01-28T01:43:00Z,-32.124554,-52.100491,,610
9237113,ALCYONE I,Cargo,Santos,2026-01-28T16:19:00Z,-23.945473,-46.312313,,840
9629639,GREAT HOPE,Cargo,Santos,2026-01-27T16:10:00Z,-23.942839,-46.311913,700.1333333333333,962
9726035,UNITY EXPLORER,Cargo,Santos,2026-01-27T20:40:00Z,-23.942038,-46.312912,704.85,887
9253210,GRANDE BUENOS AIRES,Cargo,Santos,2026-01-28T04:39:00Z,-23.928402,-46.332951,715.9666666666667,961
9474670,MAIRINI,Cargo,Santos,2026-01-28T06:44:00Z,-23.938168,-46.313442,717.7333333333333,532
9725548,SANTA ANGELINA,Cargo,Santos,2026-01-21T11:40:00Z,-24.023212,-46.334095,525.7144444444444,1099
9725548,SANTA ANGELINA,Cargo,Santos,2026-01-23T18:45:00Z,-24.015167,-46.335598,580.7977777777778,1099
9725548,SANTA ANGELINA,Cargo,Santos,2026-01-26T20:42:00Z,-23.935024,-46.314053,654.7477777777777,1099
9229570,SERRA POLAR,Tanker,Santos,2026-01-16T19:48:00Z,-23.91851,-46.367767,442.98333333333335,1328
9229570,SERRA POLAR,Tanker,Santos,2026-01-17T01:15:00Z,-23.94388,-46.308632,448.43333333333334,1328
9229570,SERRA POLAR,Tanker,Santos,2026-01-25T15:10:00Z,-23.918564,-46.36734,654.35,1328
9229570,SERRA POLAR,Tanker,Santos,2026-01-25T20:12:00Z,-23.943693,-46.308113,659.3833333333333,1328
9646699,ARDENNES,Cargo,Santos,2026-01-28T14:49:00Z,-23.925896,-46.337818,,870
9688647,SEABONI,Cargo,Santos,2026-01-20T22:05:00Z,-23.968229,-46.298031,541.4502777777777,1069
9688647,SEABONI,Cargo,Santos,2026-01-23T23:43:00Z,-23.925323,-46.339794,615.0836111111112,1069
9739317,STOLT MAGNESIUM,Tanker - Hazard B,Santos,2026-01-26T05:13:00Z,-23.92018,-46.35978333333333,668.6497222222222,610
9739317,STOLT MAGNESIUM,Tanker - Hazard B,Santos,2026-01-27T18:12:00Z,-23.924377,-46.331135,705.6330555555555,610
9423724,EASTERLY BIRDIE,Tanker,Santos,2026-01-26T18:12:00Z,-23.923817,-46.332718,681.3833333333333,660
9242089,PREMIUM DO BRASIL,Cargo,Santos,2026-01-26T14:12:00Z,-23.96019,-46.3046,649.4,634
9464699,REN JIAN 20,Cargo,Santos,2026-01-28T20:14:00Z,-23.926016,-46.320518,,654
9625384,BARTOLOMEU DIAS,Cargo,Santos,2026-01-08T09:15:00Z,-23.925426,-46.317421,205.08333333333334,981
9625384,BARTOLOMEU DIAS,Cargo,Santos,2026-01-28T21:43:00Z,-23.925474,-46.317219,697.55,981
9577898,ADVENTURER,Cargo,Santos,2026-01-20T15:43:00Z,-23.96204,-46.302807,534.9333333333333,1036
9372810,POLARIS LEADER,Cargo,Santos,2026-01-17T06:42:00Z,-23.957485,-46.300442,398.06666666666666,810
9372810,POLARIS LEADER,Cargo,Santos,2026-01-28T06:08:00Z,-23.958548,-46.300556,661.5,810
9786736,SAO PAULO EXPRESS,Cargo,Santos,2026-01-28T04:43:00Z,-23.921585,-46.347286,716.0947222222222,710
9344681,MAERSK VENEZIA,Cargo,Santos,2025-12-31T09:39:00Z,-23.92013,-46.355434,48.579166666666666,1113
9344681,MAERSK VENEZIA,Cargo,Santos,2026-01-14T17:14:00Z,-23.920958,-46.348175,392.1625,1113
9344681,MAERSK VENEZIA,Cargo,Santos,2026-01-28T08:14:00Z,-23.919283,-46.351532,719.1625,1113
9418377,CMA CGM VERACRUZ,Cargo - Hazard A (Major),Santos,2025-12-30T07:15:00Z,-23.964251,-46.293987,22.618055555555557,991
9418377,CMA CGM VERACRUZ,Cargo - Hazard A (Major),Santos,2026-01-28T20:13:00Z,-23.961613,-46.296612,,991
9364588,JANE,Tanker,Santos,2026-01-27T21:10:00Z,-23.920105,-46.360706,706.3666666666667,754
9214317,BOW CHAIN,Tanker - Hazard B,Santos,2026-01-27T21:41:00Z,-23.919359,-46.3606,709.1172222222223,704
9363637,SAGA JOURNEY,Cargo,Santos,2026-01-28T08:11:00Z,-23.970371,-46.296196,707.9666666666667,794
9978951,MSC HORTENSE,Cargo,Santos,2026-01-28T11:47:00Z,-23.965611,-46.292427,,1444
9448322,VORIAS,Tanker,Santos,2026-01-09T10:43:00Z,-23.918648,-46.362904,264.9166666666667,1181
9448322,VORIAS,Tanker,Santos,2026-01-27T14:13:31Z,-23.918625,-46.362907,700.4252777777778,1181
9400801,QUEEN OF DORIA,Tanker,Santos,2026-01-28T15:48:00Z,-23.918348,-46.365635,,982
9976446,GREEN ITAJAI,Cargo,Santos,2026-01-27T06:42:00Z,-23.973862,-46.293468,693.9,1228
9796195,IONIC KALLIRHOE,Cargo,Santos,2026-01-23T10:09:00Z,-23.971779,-46.288631,601.7,851
9544700,BRYANT,Cargo,Santos,2026-01-28T04:43:00Z,-23.97715,-46.291401,701.7333333333333,921
9381184,BLUE IONIAN,Cargo,Santos,2026-01-18T00:41:00Z,-23.982683,-46.29055,449.15,874
9381184,BLUE IONIAN,Cargo,Santos,2026-01-22T02:10:00Z,-23.974184,-46.289165,546.6333333333333,874
1051434,FORTUNE LEGACY,Cargo,Santos,2026-01-17T10:41:00Z,-24.018909,-46.336979,444.3666666666667,664
1051434,FORTUNE LEGACY,Cargo,Santos,2026-01-21T10:37:00Z,-24.018114,-46.336372,540.3,664
1051434,FORTUNE LEGACY,Cargo,Santos,2026-01-28T11:49:00Z,-23.980171,-46.290768,709.5,664
9461130,MEDUSA,Cargo,Santos,2026-01-23T06:40:00Z,-23.976192,-46.287155,594.0666666666667,824
9595034,ARTVIN,Cargo,Santos,2026-01-27T06:44:00Z,-23.983109,-46.290554,674.3666666666667,839
9989259,ORANGE SEA,Cargo,Santos,2026-01-26T09:42:00Z,-23.980042,-46.286579,672.8333333333334,503
9896282,BLOEMGRACHT,Cargo,Santos,2026-01-10T14:10:00Z,-23.994701,-46.297668,293.53444444444443,1276
9896282,BLOEMGRACHT,Cargo,Santos,2026-01-28T00:13:00Z,-23.994659,-46.297661,711.5844444444444,1276
9738349,DSI POLARIS,Cargo,Santos,2026-01-25T02:10:00Z,-23.880638,-46.374249,538.1,933
9951771,SANTA BRISA,Cargo,Santos,2026-01-26T01:41:00Z,-23.873421,-46.371712,433.31666666666666,291
9553141,APOGEE ENDEAVOUR,Cargo,Santos,2026-01-17T16:37:00Z,-23.871294,-46.377758,463.8,1240
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-03T19:12:00Z,-23.994009,-46.295734,130.38333333333333,1042
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-08T13:14:00Z,-23.994307,-46.296558,244.41666666666666,1042
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-14T02:13:00Z,-23.993814,-46.2966,377.4,1042
9578660,SEA1 ATLAS,Cargo,Santos,2026-01-22T10:12:00Z,-23.99423,-46.296478,577.3833333333333,1042
9498224,CAPE,Cargo,Paranaguá,2026-01-28T04:45:00Z,-25.502386,-48.513153,704.3833333333333,678
9604732,EMMANOUIL,Cargo,Paranaguá,2026-01-26T04:12:53Z,-25.502335,-48.51774833333333,667.6480555555555,882
9604732,EMMANOUIL,Cargo,Paranaguá,2026-01-29T06:43:00Z,-25.488943,-48.455193,,882
9576806,FENG HUANG FENG,Cargo,Paranaguá,2026-01-26T00:12:14Z,-25.501416666666668,-48.43447,660.9205555555556,750
9576806,FENG HUANG FENG,Cargo,Paranaguá,2026-01-27T17:42:56Z,-25.501853333333333,-48.50832333333334,702.4322222222222,750
9389227,PANAGIA FORCE,Cargo,Paranaguá,2026-01-26T19:44:00Z,-25.502266,-48.519901,683.1333333333333,710
9596703,CHRISTIANNA,Cargo,Paranaguá,2026-01-28T08:11:00Z,-25.501375,-48.505745,682.6833333333333,375
9217826,AK HALIMA,Cargo,Paranaguá,2026-01-25T02:42:56Z,-25.501271666666668,-48.521315,641.9988888888889,909
9568586,NIKI,Cargo,Paranaguá,2026-01-25T11:12:46Z,-25.501001666666667,-48.50333666666667,367.1461111111111,845
9718026,TALIMEN,Cargo,Paranaguá,2026-01-13T03:42:00Z,-25.49939,-48.512146,354.9,1323
9718026,TALIMEN,Cargo,Paranaguá,2026-01-27T19:43:00Z,-25.501566666666665,-48.52616833333333,706.9166666666666,1323
9290555,SANTA LINEA,Cargo - Hazard A (Major),Paranaguá,2026-01-28T18:44:00Z,-25.499128,-48.498032,,731
9729099,CMA CGM LISA MARIE,Cargo - Hazard A (Major),Paranaguá,2026-01-28T16:40:23Z,-25.499805,-48.49473666666667,,1182
9407392,HORIZON THEANO,Tanker,Paranaguá,2026-01-28T11:41:46Z,-25.500866666666667,-48.53365,,1278
9758038,BOW GLORY,Tanker,Paranaguá,2026-01-28T12:42:00Z,-25.500496,-48.538059,707.9,1087
9354260,PM DUKE,Tanker,Paranaguá,2026-01-27T01:11:00Z,-25.499968,-48.537926,683.3,618
9394753,MANOUSOS P,Cargo,Paranaguá,2026-01-25T20:41:00Z,-25.499651,-48.544712,649.5413888888888,413
9669938,STI DUCHESSA,Tanker,Paranaguá,2026-01-26T23:11:00Z,-25.491558,-48.446831,656.95,783
9847396,BBG BEIHAI,Cargo,Paranaguá,2026-01-28T04:42:00Z,-25.501545,-48.427006,696.5833333333334,949
9847396,BBG BEIHAI,Cargo,Paranaguá,2026-01-29T02:12:53Z,-25.50099,-48.503256666666665,718.0980555555556,949
9515228,MAITACA ARROW,Cargo,Rio Grande,2026-01-26T12:45:00Z,-32.039833,-52.075302,676.1186111111111,1393
9942158,LOWLANDS FREEDOM,Cargo,Rio Grande,2026-01-15T23:13:00Z,-32.047672,-52.072193,363.78333333333336,1160
9942158,LOWLANDS FREEDOM,Cargo,Rio Grande,2026-01-25T10:11:00Z,-32.041782,-52.0746,590.75,1160
9229568,SERRA NEVADA,Tanker,Rio Grande,2025-12-30T17:49:00Z,-32.101566,-52.102501,18.41,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2025-12-31T03:41:00Z,-32.075901,-52.091667,28.276666666666667,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-01T11:41:12Z,-32.08555,-52.094116666666665,60.28,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-05T01:51:00Z,-32.029312,-52.047199,146.44333333333333,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-05T07:48:00Z,-32.051067,-52.071617,152.39333333333335,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-06T00:10:00Z,-32.075901,-52.091648,168.76,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-06T13:38:00Z,-32.0494,-52.072266,182.22666666666666,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-07T17:09:00Z,-32.104168,-52.102699,209.74333333333334,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-08T01:23:00Z,-32.05558,-52.052284,217.97666666666666,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-08T13:11:00Z,-32.075546,-52.091331,229.77666666666667,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-09T19:39:00Z,-32.075912,-52.091618,260.24333333333334,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-10T19:14:00Z,-32.047298,-52.072365,283.82666666666665,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-11T20:37:58Z,-32.049633,-52.072048,309.2261111111111,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-14T00:12:00Z,-32.052132,-52.050949,360.79333333333335,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-14T07:41:00Z,-32.041584,-52.074383,368.27666666666664,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-14T18:12:00Z,-32.0429,-52.04409,378.79333333333335,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-15T05:11:00Z,-32.049183,-52.071301,389.77666666666664,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-15T11:15:00Z,-32.076084,-52.091301,395.8433333333333,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-16T05:55:00Z,-32.106533,-52.102634,414.51,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-16T14:39:00Z,-32.048946,-52.072468,423.24333333333334,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-16T22:11:00Z,-32.076874,-52.09148,430.77666666666664,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-17T12:56:04Z,-32.045483,-52.072933,445.52777777777777,773
9229568,SERRA NEVADA,Tanker,Rio Grande,2026-01-18T04:09:00Z,-32.0494,-52.07225,460.74333333333334,773
